date;ticker;name;shares outstanding;price
20000103;BK;BANK OF NEW YORK MELLON CORP;736398000;37
20000104;BK;BANK OF NEW YORK MELLON CORP;736398000;35,9375
20000105;BK;BANK OF NEW YORK MELLON CORP;736398000;35,125
20000106;BK;BANK OF NEW YORK MELLON CORP;736398000;36
20000107;BK;BANK OF NEW YORK MELLON CORP;736398000;37,875
20000110;BK;BANK OF NEW YORK MELLON CORP;736398000;36,1875
20000111;BK;BANK OF NEW YORK MELLON CORP;736398000;35,3125
20000112;BK;BANK OF NEW YORK MELLON CORP;736398000;36,4375
20000113;BK;BANK OF NEW YORK MELLON CORP;736398000;37,375
20000114;BK;BANK OF NEW YORK MELLON CORP;736398000;39,125
20000118;BK;BANK OF NEW YORK MELLON CORP;736398000;37,375
20000119;BK;BANK OF NEW YORK MELLON CORP;736398000;37,125
20000120;BK;BANK OF NEW YORK MELLON CORP;736398000;36,75
20000121;BK;BANK OF NEW YORK MELLON CORP;736398000;36,375
20000124;BK;BANK OF NEW YORK MELLON CORP;736398000;36,25
20000125;BK;BANK OF NEW YORK MELLON CORP;736398000;36,3125
20000126;BK;BANK OF NEW YORK MELLON CORP;736398000;39,4375
20000127;BK;BANK OF NEW YORK MELLON CORP;736398000;39,0625
20000128;BK;BANK OF NEW YORK MELLON CORP;736398000;37,75
20000131;BK;BANK OF NEW YORK MELLON CORP;736398000;40,625
20000201;BK;BANK OF NEW YORK MELLON CORP;736398000;40,875
20000202;BK;BANK OF NEW YORK MELLON CORP;736398000;39,875
20000203;BK;BANK OF NEW YORK MELLON CORP;736398000;39,5625
20000204;BK;BANK OF NEW YORK MELLON CORP;736398000;37,9375
20000207;BK;BANK OF NEW YORK MELLON CORP;736398000;38,25
20000208;BK;BANK OF NEW YORK MELLON CORP;736398000;39,3125
20000209;BK;BANK OF NEW YORK MELLON CORP;736398000;38,0625
20000210;BK;BANK OF NEW YORK MELLON CORP;736398000;36,5
20000211;BK;BANK OF NEW YORK MELLON CORP;736398000;36,8125
20000214;BK;BANK OF NEW YORK MELLON CORP;736398000;36,0234
20000215;BK;BANK OF NEW YORK MELLON CORP;736398000;36,9375
20000216;BK;BANK OF NEW YORK MELLON CORP;736398000;37,5
20000217;BK;BANK OF NEW YORK MELLON CORP;736398000;35,0625
20000218;BK;BANK OF NEW YORK MELLON CORP;736398000;33,5625
20000222;BK;BANK OF NEW YORK MELLON CORP;736398000;33,9375
20000223;BK;BANK OF NEW YORK MELLON CORP;736398000;33,25
20000224;BK;BANK OF NEW YORK MELLON CORP;736398000;31,875
20000225;BK;BANK OF NEW YORK MELLON CORP;736398000;33
20000228;BK;BANK OF NEW YORK MELLON CORP;736398000;34,75
20000229;BK;BANK OF NEW YORK MELLON CORP;736398000;33,25
20000301;BK;BANK OF NEW YORK MELLON CORP;736398000;32,4375
20000302;BK;BANK OF NEW YORK MELLON CORP;736398000;33,125
20000303;BK;BANK OF NEW YORK MELLON CORP;736398000;32,0625
20000306;BK;BANK OF NEW YORK MELLON CORP;736398000;32,75
20000307;BK;BANK OF NEW YORK MELLON CORP;736398000;31,3125
20000308;BK;BANK OF NEW YORK MELLON CORP;736398000;31
20000309;BK;BANK OF NEW YORK MELLON CORP;736398000;32,1875
20000310;BK;BANK OF NEW YORK MELLON CORP;736398000;31,6875
20000313;BK;BANK OF NEW YORK MELLON CORP;736398000;33,125
20000314;BK;BANK OF NEW YORK MELLON CORP;736398000;31,875
20000315;BK;BANK OF NEW YORK MELLON CORP;736398000;35,1875
20000316;BK;BANK OF NEW YORK MELLON CORP;736398000;40,875
20000317;BK;BANK OF NEW YORK MELLON CORP;736398000;38,6875
20000320;BK;BANK OF NEW YORK MELLON CORP;736398000;37,0625
20000321;BK;BANK OF NEW YORK MELLON CORP;736398000;38,625
20000322;BK;BANK OF NEW YORK MELLON CORP;736398000;38,875
20000323;BK;BANK OF NEW YORK MELLON CORP;736398000;40
20000324;BK;BANK OF NEW YORK MELLON CORP;736398000;40,6875
20000327;BK;BANK OF NEW YORK MELLON CORP;736398000;39,3125
20000328;BK;BANK OF NEW YORK MELLON CORP;736398000;39,75
20000329;BK;BANK OF NEW YORK MELLON CORP;736398000;39,3125
20000330;BK;BANK OF NEW YORK MELLON CORP;736398000;39,3125
20000331;BK;BANK OF NEW YORK MELLON CORP;736398000;41,5625
20000403;BK;BANK OF NEW YORK MELLON CORP;736398000;43,5469
20000404;BK;BANK OF NEW YORK MELLON CORP;736398000;41,6875
20000405;BK;BANK OF NEW YORK MELLON CORP;736398000;41,9375
20000406;BK;BANK OF NEW YORK MELLON CORP;736398000;41,625
20000407;BK;BANK OF NEW YORK MELLON CORP;736398000;40,4375
20000410;BK;BANK OF NEW YORK MELLON CORP;737040000;42,625
20000411;BK;BANK OF NEW YORK MELLON CORP;737040000;41,1875
20000412;BK;BANK OF NEW YORK MELLON CORP;737040000;43,375
20000413;BK;BANK OF NEW YORK MELLON CORP;737040000;43,125
20000414;BK;BANK OF NEW YORK MELLON CORP;737040000;39,4375
20000417;BK;BANK OF NEW YORK MELLON CORP;737040000;39,5625
20000418;BK;BANK OF NEW YORK MELLON CORP;737040000;42,8125
20000419;BK;BANK OF NEW YORK MELLON CORP;737040000;41,4375
20000420;BK;BANK OF NEW YORK MELLON CORP;737040000;41,9375
20000424;BK;BANK OF NEW YORK MELLON CORP;737040000;43,1875
20000425;BK;BANK OF NEW YORK MELLON CORP;737040000;44,8125
20000426;BK;BANK OF NEW YORK MELLON CORP;737040000;43,5
20000427;BK;BANK OF NEW YORK MELLON CORP;737040000;42,25
20000428;BK;BANK OF NEW YORK MELLON CORP;737040000;41,0625
20000501;BK;BANK OF NEW YORK MELLON CORP;737040000;42,5
20000502;BK;BANK OF NEW YORK MELLON CORP;737040000;41,875
20000503;BK;BANK OF NEW YORK MELLON CORP;737040000;40,9375
20000504;BK;BANK OF NEW YORK MELLON CORP;737040000;40
20000505;BK;BANK OF NEW YORK MELLON CORP;737040000;41,5625
20000508;BK;BANK OF NEW YORK MELLON CORP;737040000;43,1875
20000509;BK;BANK OF NEW YORK MELLON CORP;737040000;43,875
20000510;BK;BANK OF NEW YORK MELLON CORP;737040000;43,1875
20000511;BK;BANK OF NEW YORK MELLON CORP;737040000;43,75
20000512;BK;BANK OF NEW YORK MELLON CORP;737040000;44,8125
20000515;BK;BANK OF NEW YORK MELLON CORP;737040000;46,5625
20000516;BK;BANK OF NEW YORK MELLON CORP;737040000;46,25
20000517;BK;BANK OF NEW YORK MELLON CORP;737040000;45,8125
20000518;BK;BANK OF NEW YORK MELLON CORP;737040000;46,4375
20000519;BK;BANK OF NEW YORK MELLON CORP;737040000;44
20000522;BK;BANK OF NEW YORK MELLON CORP;737040000;45,8125
20000523;BK;BANK OF NEW YORK MELLON CORP;737040000;47,125
20000524;BK;BANK OF NEW YORK MELLON CORP;737040000;48
20000525;BK;BANK OF NEW YORK MELLON CORP;737040000;46,5
20000526;BK;BANK OF NEW YORK MELLON CORP;737040000;47
20000530;BK;BANK OF NEW YORK MELLON CORP;737040000;46,6875
20000531;BK;BANK OF NEW YORK MELLON CORP;737523000;46,9375
20000601;BK;BANK OF NEW YORK MELLON CORP;737523000;47,9375
20000602;BK;BANK OF NEW YORK MELLON CORP;737523000;48,625
20000605;BK;BANK OF NEW YORK MELLON CORP;737523000;46,875
20000606;BK;BANK OF NEW YORK MELLON CORP;737523000;46,8125
20000607;BK;BANK OF NEW YORK MELLON CORP;737523000;47
20000608;BK;BANK OF NEW YORK MELLON CORP;737523000;46
20000609;BK;BANK OF NEW YORK MELLON CORP;737523000;44,625
20000612;BK;BANK OF NEW YORK MELLON CORP;737523000;45,1875
20000613;BK;BANK OF NEW YORK MELLON CORP;737523000;45,75
20000614;BK;BANK OF NEW YORK MELLON CORP;737523000;45,9375
20000615;BK;BANK OF NEW YORK MELLON CORP;737523000;45,3125
20000616;BK;BANK OF NEW YORK MELLON CORP;737523000;43,625
20000619;BK;BANK OF NEW YORK MELLON CORP;737523000;44,5625
20000620;BK;BANK OF NEW YORK MELLON CORP;737523000;45,4375
20000621;BK;BANK OF NEW YORK MELLON CORP;737523000;43,625
20000622;BK;BANK OF NEW YORK MELLON CORP;737523000;44,875
20000623;BK;BANK OF NEW YORK MELLON CORP;737523000;46,1875
20000626;BK;BANK OF NEW YORK MELLON CORP;737523000;47,5625
20000627;BK;BANK OF NEW YORK MELLON CORP;737523000;48,125
20000628;BK;BANK OF NEW YORK MELLON CORP;737523000;48
20000629;BK;BANK OF NEW YORK MELLON CORP;737523000;48
20000630;BK;BANK OF NEW YORK MELLON CORP;737523000;46,5
20000703;BK;BANK OF NEW YORK MELLON CORP;737523000;48,625
20000705;BK;BANK OF NEW YORK MELLON CORP;737523000;48,875
20000706;BK;BANK OF NEW YORK MELLON CORP;737523000;48,3125
20000707;BK;BANK OF NEW YORK MELLON CORP;737523000;48,6875
20000710;BK;BANK OF NEW YORK MELLON CORP;737523000;48,25
20000711;BK;BANK OF NEW YORK MELLON CORP;737523000;48,8125
20000712;BK;BANK OF NEW YORK MELLON CORP;737523000;48,5
20000713;BK;BANK OF NEW YORK MELLON CORP;737523000;46,375
20000714;BK;BANK OF NEW YORK MELLON CORP;737523000;46,9375
20000717;BK;BANK OF NEW YORK MELLON CORP;737523000;48,4375
20000718;BK;BANK OF NEW YORK MELLON CORP;737523000;48,125
20000719;BK;BANK OF NEW YORK MELLON CORP;737523000;48,1875
20000720;BK;BANK OF NEW YORK MELLON CORP;737523000;49,3125
20000721;BK;BANK OF NEW YORK MELLON CORP;737523000;50
20000724;BK;BANK OF NEW YORK MELLON CORP;737523000;50,0625
20000725;BK;BANK OF NEW YORK MELLON CORP;737523000;50,8125
20000726;BK;BANK OF NEW YORK MELLON CORP;737523000;48,25
20000727;BK;BANK OF NEW YORK MELLON CORP;737523000;47,9375
20000728;BK;BANK OF NEW YORK MELLON CORP;737523000;46,9375
20000731;BK;BANK OF NEW YORK MELLON CORP;737523000;46,8125
20000801;BK;BANK OF NEW YORK MELLON CORP;737523000;47,0625
20000802;BK;BANK OF NEW YORK MELLON CORP;737523000;47,1875
20000803;BK;BANK OF NEW YORK MELLON CORP;737523000;49,9375
20000804;BK;BANK OF NEW YORK MELLON CORP;737523000;52,25
20000807;BK;BANK OF NEW YORK MELLON CORP;737523000;52,5
20000808;BK;BANK OF NEW YORK MELLON CORP;737523000;52,375
20000809;BK;BANK OF NEW YORK MELLON CORP;737523000;52,25
20000810;BK;BANK OF NEW YORK MELLON CORP;737523000;52,0625
20000811;BK;BANK OF NEW YORK MELLON CORP;737523000;52
20000814;BK;BANK OF NEW YORK MELLON CORP;737523000;51,9375
20000815;BK;BANK OF NEW YORK MELLON CORP;737523000;50,6875
20000816;BK;BANK OF NEW YORK MELLON CORP;737523000;49,625
20000817;BK;BANK OF NEW YORK MELLON CORP;737523000;49,625
20000818;BK;BANK OF NEW YORK MELLON CORP;737523000;48,5
20000821;BK;BANK OF NEW YORK MELLON CORP;737523000;50,125
20000822;BK;BANK OF NEW YORK MELLON CORP;737523000;51,1875
20000823;BK;BANK OF NEW YORK MELLON CORP;737523000;52
20000824;BK;BANK OF NEW YORK MELLON CORP;737523000;51,5
20000825;BK;BANK OF NEW YORK MELLON CORP;737523000;50,5625
20000828;BK;BANK OF NEW YORK MELLON CORP;737523000;50,4375
20000829;BK;BANK OF NEW YORK MELLON CORP;737523000;50,1875
20000830;BK;BANK OF NEW YORK MELLON CORP;737523000;51,0625
20000831;BK;BANK OF NEW YORK MELLON CORP;737523000;52,4375
20000901;BK;BANK OF NEW YORK MELLON CORP;737523000;51,6875
20000905;BK;BANK OF NEW YORK MELLON CORP;737523000;51,9375
20000906;BK;BANK OF NEW YORK MELLON CORP;737523000;53,75
20000907;BK;BANK OF NEW YORK MELLON CORP;737523000;53,0625
20000908;BK;BANK OF NEW YORK MELLON CORP;737523000;53,625
20000911;BK;BANK OF NEW YORK MELLON CORP;737523000;54,9375
20000912;BK;BANK OF NEW YORK MELLON CORP;737523000;54,5625
20000913;BK;BANK OF NEW YORK MELLON CORP;737523000;52,4375
20000914;BK;BANK OF NEW YORK MELLON CORP;737523000;52,25
20000915;BK;BANK OF NEW YORK MELLON CORP;737523000;51,9375
20000918;BK;BANK OF NEW YORK MELLON CORP;737523000;50,4375
20000919;BK;BANK OF NEW YORK MELLON CORP;737523000;51,8125
20000920;BK;BANK OF NEW YORK MELLON CORP;737523000;51,4375
20000921;BK;BANK OF NEW YORK MELLON CORP;737523000;50,75
20000922;BK;BANK OF NEW YORK MELLON CORP;737523000;51,5
20000925;BK;BANK OF NEW YORK MELLON CORP;737523000;51,1875
20000926;BK;BANK OF NEW YORK MELLON CORP;737523000;51,4375
20000927;BK;BANK OF NEW YORK MELLON CORP;737523000;54,4375
20000928;BK;BANK OF NEW YORK MELLON CORP;737523000;57,3125
20000929;BK;BANK OF NEW YORK MELLON CORP;737523000;56,0625
20001002;BK;BANK OF NEW YORK MELLON CORP;737523000;56,5625
20001003;BK;BANK OF NEW YORK MELLON CORP;737523000;56,9375
20001004;BK;BANK OF NEW YORK MELLON CORP;737523000;54,875
20001005;BK;BANK OF NEW YORK MELLON CORP;737523000;55,875
20001006;BK;BANK OF NEW YORK MELLON CORP;737523000;54
20001009;BK;BANK OF NEW YORK MELLON CORP;737523000;53,6875
20001010;BK;BANK OF NEW YORK MELLON CORP;737523000;52,8125
20001011;BK;BANK OF NEW YORK MELLON CORP;737523000;50,5625
20001012;BK;BANK OF NEW YORK MELLON CORP;737523000;48,5625
20001013;BK;BANK OF NEW YORK MELLON CORP;737523000;51,125
20001016;BK;BANK OF NEW YORK MELLON CORP;737523000;53,3125
20001017;BK;BANK OF NEW YORK MELLON CORP;737523000;51,5625
20001018;BK;BANK OF NEW YORK MELLON CORP;737523000;51,75
20001019;BK;BANK OF NEW YORK MELLON CORP;737523000;52,625
20001020;BK;BANK OF NEW YORK MELLON CORP;737523000;52,25
20001023;BK;BANK OF NEW YORK MELLON CORP;737523000;52,3125
20001024;BK;BANK OF NEW YORK MELLON CORP;737523000;54
20001025;BK;BANK OF NEW YORK MELLON CORP;737523000;54
20001026;BK;BANK OF NEW YORK MELLON CORP;737523000;52,1875
20001027;BK;BANK OF NEW YORK MELLON CORP;737523000;53,625
20001030;BK;BANK OF NEW YORK MELLON CORP;737523000;57
20001031;BK;BANK OF NEW YORK MELLON CORP;737523000;57,5625
20001101;BK;BANK OF NEW YORK MELLON CORP;737523000;55,8125
20001102;BK;BANK OF NEW YORK MELLON CORP;737523000;56,5
20001103;BK;BANK OF NEW YORK MELLON CORP;737523000;57,875
20001106;BK;BANK OF NEW YORK MELLON CORP;737523000;58,5
20001107;BK;BANK OF NEW YORK MELLON CORP;737523000;59,25
20001108;BK;BANK OF NEW YORK MELLON CORP;737523000;58,125
20001109;BK;BANK OF NEW YORK MELLON CORP;737523000;58,0625
20001110;BK;BANK OF NEW YORK MELLON CORP;737523000;57,375
20001113;BK;BANK OF NEW YORK MELLON CORP;737523000;56,0625
20001114;BK;BANK OF NEW YORK MELLON CORP;737523000;56,5
20001115;BK;BANK OF NEW YORK MELLON CORP;737523000;54,8125
20001116;BK;BANK OF NEW YORK MELLON CORP;737523000;54,5
20001117;BK;BANK OF NEW YORK MELLON CORP;737523000;53,8125
20001120;BK;BANK OF NEW YORK MELLON CORP;737523000;51,9375
20001121;BK;BANK OF NEW YORK MELLON CORP;737523000;52,6875
20001122;BK;BANK OF NEW YORK MELLON CORP;737523000;51,875
20001124;BK;BANK OF NEW YORK MELLON CORP;737523000;52,5
20001127;BK;BANK OF NEW YORK MELLON CORP;737523000;52,8125
20001128;BK;BANK OF NEW YORK MELLON CORP;737523000;54,4375
20001129;BK;BANK OF NEW YORK MELLON CORP;737523000;56
20001130;BK;BANK OF NEW YORK MELLON CORP;737523000;55,1875
20001201;BK;BANK OF NEW YORK MELLON CORP;737523000;53,5
20001204;BK;BANK OF NEW YORK MELLON CORP;737523000;53,5625
20001205;BK;BANK OF NEW YORK MELLON CORP;737523000;55,3125
20001206;BK;BANK OF NEW YORK MELLON CORP;740444000;54,0625
20001207;BK;BANK OF NEW YORK MELLON CORP;740444000;53,375
20001208;BK;BANK OF NEW YORK MELLON CORP;740444000;53,8125
20001211;BK;BANK OF NEW YORK MELLON CORP;740444000;54,9375
20001212;BK;BANK OF NEW YORK MELLON CORP;740444000;54,3125
20001213;BK;BANK OF NEW YORK MELLON CORP;740444000;53,3125
20001214;BK;BANK OF NEW YORK MELLON CORP;740444000;53,8125
20001215;BK;BANK OF NEW YORK MELLON CORP;740444000;53,1875
20001218;BK;BANK OF NEW YORK MELLON CORP;740444000;53,4375
20001219;BK;BANK OF NEW YORK MELLON CORP;740444000;52,3125
20001220;BK;BANK OF NEW YORK MELLON CORP;740444000;52,9375
20001221;BK;BANK OF NEW YORK MELLON CORP;740444000;55
20001222;BK;BANK OF NEW YORK MELLON CORP;740444000;55,5
20001226;BK;BANK OF NEW YORK MELLON CORP;740444000;55,5625
20001227;BK;BANK OF NEW YORK MELLON CORP;740444000;56,625
20001228;BK;BANK OF NEW YORK MELLON CORP;740444000;56,5625
20001229;BK;BANK OF NEW YORK MELLON CORP;740444000;55,1875
20010102;BK;BANK OF NEW YORK MELLON CORP;740444000;55
20010103;BK;BANK OF NEW YORK MELLON CORP;740444000;56
20010104;BK;BANK OF NEW YORK MELLON CORP;740444000;56,25
20010105;BK;BANK OF NEW YORK MELLON CORP;740444000;54,5625
20010108;BK;BANK OF NEW YORK MELLON CORP;740444000;54,3125
20010109;BK;BANK OF NEW YORK MELLON CORP;740444000;53,125
20010110;BK;BANK OF NEW YORK MELLON CORP;740444000;53,375
20010111;BK;BANK OF NEW YORK MELLON CORP;740444000;53,5
20010112;BK;BANK OF NEW YORK MELLON CORP;740444000;50,375
20010116;BK;BANK OF NEW YORK MELLON CORP;740444000;51,875
20010117;BK;BANK OF NEW YORK MELLON CORP;740444000;50,6875
20010118;BK;BANK OF NEW YORK MELLON CORP;740444000;49,5
20010119;BK;BANK OF NEW YORK MELLON CORP;740444000;47,375
20010122;BK;BANK OF NEW YORK MELLON CORP;740444000;50,4375
20010123;BK;BANK OF NEW YORK MELLON CORP;740444000;51,9375
20010124;BK;BANK OF NEW YORK MELLON CORP;740444000;52,0625
20010125;BK;BANK OF NEW YORK MELLON CORP;740444000;52,4375
20010126;BK;BANK OF NEW YORK MELLON CORP;740444000;53,4375
20010129;BK;BANK OF NEW YORK MELLON CORP;740444000;54,04
20010130;BK;BANK OF NEW YORK MELLON CORP;740444000;55,25
20010131;BK;BANK OF NEW YORK MELLON CORP;740444000;54,73
20010201;BK;BANK OF NEW YORK MELLON CORP;740444000;54,18
20010202;BK;BANK OF NEW YORK MELLON CORP;740444000;53,7
20010205;BK;BANK OF NEW YORK MELLON CORP;740444000;54,96
20010206;BK;BANK OF NEW YORK MELLON CORP;740444000;53,75
20010207;BK;BANK OF NEW YORK MELLON CORP;740444000;53,92
20010208;BK;BANK OF NEW YORK MELLON CORP;740444000;53,21
20010209;BK;BANK OF NEW YORK MELLON CORP;740444000;53,95
20010212;BK;BANK OF NEW YORK MELLON CORP;740444000;54,3
20010213;BK;BANK OF NEW YORK MELLON CORP;740444000;54,02
20010214;BK;BANK OF NEW YORK MELLON CORP;740444000;53,8
20010215;BK;BANK OF NEW YORK MELLON CORP;740444000;53,7
20010216;BK;BANK OF NEW YORK MELLON CORP;740444000;54
20010220;BK;BANK OF NEW YORK MELLON CORP;740444000;50,66
20010221;BK;BANK OF NEW YORK MELLON CORP;740444000;50,35
20010222;BK;BANK OF NEW YORK MELLON CORP;740444000;50,25
20010223;BK;BANK OF NEW YORK MELLON CORP;740444000;50,71
20010226;BK;BANK OF NEW YORK MELLON CORP;740444000;51,1
20010227;BK;BANK OF NEW YORK MELLON CORP;740444000;51,95
20010228;BK;BANK OF NEW YORK MELLON CORP;740444000;51,78
20010301;BK;BANK OF NEW YORK MELLON CORP;740444000;51,45
20010302;BK;BANK OF NEW YORK MELLON CORP;740444000;51,35
20010305;BK;BANK OF NEW YORK MELLON CORP;740444000;50,85
20010306;BK;BANK OF NEW YORK MELLON CORP;740444000;50,74
20010307;BK;BANK OF NEW YORK MELLON CORP;740444000;51,47
20010308;BK;BANK OF NEW YORK MELLON CORP;740444000;50,65
20010309;BK;BANK OF NEW YORK MELLON CORP;740444000;49,2
20010312;BK;BANK OF NEW YORK MELLON CORP;740444000;47
20010313;BK;BANK OF NEW YORK MELLON CORP;740444000;47,4
20010314;BK;BANK OF NEW YORK MELLON CORP;740444000;44,6
20010315;BK;BANK OF NEW YORK MELLON CORP;740444000;47,2
20010316;BK;BANK OF NEW YORK MELLON CORP;740444000;45,3
20010319;BK;BANK OF NEW YORK MELLON CORP;740444000;45,45
20010320;BK;BANK OF NEW YORK MELLON CORP;737171000;44,22
20010321;BK;BANK OF NEW YORK MELLON CORP;737171000;42,75
20010322;BK;BANK OF NEW YORK MELLON CORP;737171000;42,99
20010323;BK;BANK OF NEW YORK MELLON CORP;737171000;45,21
20010326;BK;BANK OF NEW YORK MELLON CORP;737171000;46,18
20010327;BK;BANK OF NEW YORK MELLON CORP;737171000;48,3
20010328;BK;BANK OF NEW YORK MELLON CORP;737171000;49,2
20010329;BK;BANK OF NEW YORK MELLON CORP;737171000;48,5
20010330;BK;BANK OF NEW YORK MELLON CORP;737171000;49,24
20010402;BK;BANK OF NEW YORK MELLON CORP;737171000;49,34
20010403;BK;BANK OF NEW YORK MELLON CORP;737171000;48,6
20010404;BK;BANK OF NEW YORK MELLON CORP;737171000;47,75
20010405;BK;BANK OF NEW YORK MELLON CORP;737171000;49,3
20010406;BK;BANK OF NEW YORK MELLON CORP;737171000;48,34
20010409;BK;BANK OF NEW YORK MELLON CORP;737171000;48,49
20010410;BK;BANK OF NEW YORK MELLON CORP;737171000;49,44
20010411;BK;BANK OF NEW YORK MELLON CORP;737171000;49,32
20010412;BK;BANK OF NEW YORK MELLON CORP;737171000;49,5
20010416;BK;BANK OF NEW YORK MELLON CORP;737171000;49,65
20010417;BK;BANK OF NEW YORK MELLON CORP;737171000;50,25
20010418;BK;BANK OF NEW YORK MELLON CORP;737171000;51,35
20010419;BK;BANK OF NEW YORK MELLON CORP;737171000;52,2
20010420;BK;BANK OF NEW YORK MELLON CORP;737171000;52,03
20010423;BK;BANK OF NEW YORK MELLON CORP;737171000;51,67
20010424;BK;BANK OF NEW YORK MELLON CORP;737171000;50,05
20010425;BK;BANK OF NEW YORK MELLON CORP;737171000;50,15
20010426;BK;BANK OF NEW YORK MELLON CORP;737171000;49,87
20010427;BK;BANK OF NEW YORK MELLON CORP;737171000;50
20010430;BK;BANK OF NEW YORK MELLON CORP;737171000;50,2
20010501;BK;BANK OF NEW YORK MELLON CORP;737171000;50,73
20010502;BK;BANK OF NEW YORK MELLON CORP;737171000;50,13
20010503;BK;BANK OF NEW YORK MELLON CORP;737171000;50,89
20010504;BK;BANK OF NEW YORK MELLON CORP;737171000;51,7
20010507;BK;BANK OF NEW YORK MELLON CORP;737171000;51,35
20010508;BK;BANK OF NEW YORK MELLON CORP;737171000;50,8
20010509;BK;BANK OF NEW YORK MELLON CORP;737171000;50,84
20010510;BK;BANK OF NEW YORK MELLON CORP;737171000;50,61
20010511;BK;BANK OF NEW YORK MELLON CORP;737171000;50
20010514;BK;BANK OF NEW YORK MELLON CORP;737171000;50,75
20010515;BK;BANK OF NEW YORK MELLON CORP;737171000;52,02
20010516;BK;BANK OF NEW YORK MELLON CORP;737171000;53,51
20010517;BK;BANK OF NEW YORK MELLON CORP;737171000;54,04
20010518;BK;BANK OF NEW YORK MELLON CORP;737171000;53,2
20010521;BK;BANK OF NEW YORK MELLON CORP;737171000;53,55
20010522;BK;BANK OF NEW YORK MELLON CORP;737171000;54,65
20010523;BK;BANK OF NEW YORK MELLON CORP;737171000;54,76
20010524;BK;BANK OF NEW YORK MELLON CORP;737171000;54,65
20010525;BK;BANK OF NEW YORK MELLON CORP;737171000;53,93
20010529;BK;BANK OF NEW YORK MELLON CORP;737171000;54,22
20010530;BK;BANK OF NEW YORK MELLON CORP;737171000;54,1
20010531;BK;BANK OF NEW YORK MELLON CORP;737171000;54,61
20010601;BK;BANK OF NEW YORK MELLON CORP;737171000;55,35
20010604;BK;BANK OF NEW YORK MELLON CORP;737171000;55,27
20010605;BK;BANK OF NEW YORK MELLON CORP;737171000;54,47
20010606;BK;BANK OF NEW YORK MELLON CORP;737171000;53,93
20010607;BK;BANK OF NEW YORK MELLON CORP;737171000;53,05
20010608;BK;BANK OF NEW YORK MELLON CORP;737171000;52,39
20010611;BK;BANK OF NEW YORK MELLON CORP;737171000;52,38
20010612;BK;BANK OF NEW YORK MELLON CORP;737171000;52,12
20010613;BK;BANK OF NEW YORK MELLON CORP;737171000;51,6
20010614;BK;BANK OF NEW YORK MELLON CORP;737171000;51,02
20010615;BK;BANK OF NEW YORK MELLON CORP;737171000;50,45
20010618;BK;BANK OF NEW YORK MELLON CORP;737171000;50,71
20010619;BK;BANK OF NEW YORK MELLON CORP;737171000;51,1
20010620;BK;BANK OF NEW YORK MELLON CORP;737171000;51,4
20010621;BK;BANK OF NEW YORK MELLON CORP;737171000;52,7
20010622;BK;BANK OF NEW YORK MELLON CORP;737171000;50,95
20010625;BK;BANK OF NEW YORK MELLON CORP;737171000;48,85
20010626;BK;BANK OF NEW YORK MELLON CORP;737171000;49,21
20010627;BK;BANK OF NEW YORK MELLON CORP;737171000;49,06
20010628;BK;BANK OF NEW YORK MELLON CORP;737171000;49,1
20010629;BK;BANK OF NEW YORK MELLON CORP;737171000;48
20010702;BK;BANK OF NEW YORK MELLON CORP;737171000;48,76
20010703;BK;BANK OF NEW YORK MELLON CORP;737171000;48,23
20010705;BK;BANK OF NEW YORK MELLON CORP;737171000;47,1
20010706;BK;BANK OF NEW YORK MELLON CORP;737171000;46,59
20010709;BK;BANK OF NEW YORK MELLON CORP;737171000;47,95
20010710;BK;BANK OF NEW YORK MELLON CORP;737171000;46,8
20010711;BK;BANK OF NEW YORK MELLON CORP;737171000;47,61
20010712;BK;BANK OF NEW YORK MELLON CORP;737171000;47,95
20010713;BK;BANK OF NEW YORK MELLON CORP;737171000;49,4
20010716;BK;BANK OF NEW YORK MELLON CORP;737171000;43
20010717;BK;BANK OF NEW YORK MELLON CORP;737171000;42,5
20010718;BK;BANK OF NEW YORK MELLON CORP;737171000;43,73
20010719;BK;BANK OF NEW YORK MELLON CORP;737171000;43,47
20010720;BK;BANK OF NEW YORK MELLON CORP;737171000;42,5
20010723;BK;BANK OF NEW YORK MELLON CORP;737171000;42,15
20010724;BK;BANK OF NEW YORK MELLON CORP;737171000;42,58
20010725;BK;BANK OF NEW YORK MELLON CORP;737171000;43,05
20010726;BK;BANK OF NEW YORK MELLON CORP;737171000;43,82
20010727;BK;BANK OF NEW YORK MELLON CORP;737171000;45,2
20010730;BK;BANK OF NEW YORK MELLON CORP;737171000;44,82
20010731;BK;BANK OF NEW YORK MELLON CORP;737171000;44,86
20010801;BK;BANK OF NEW YORK MELLON CORP;737171000;44,4
20010802;BK;BANK OF NEW YORK MELLON CORP;737171000;45,23
20010803;BK;BANK OF NEW YORK MELLON CORP;737171000;45,13
20010806;BK;BANK OF NEW YORK MELLON CORP;737171000;45,02
20010807;BK;BANK OF NEW YORK MELLON CORP;737171000;45,15
20010808;BK;BANK OF NEW YORK MELLON CORP;737171000;45,3
20010809;BK;BANK OF NEW YORK MELLON CORP;737171000;45,3
20010810;BK;BANK OF NEW YORK MELLON CORP;737171000;45,45
20010813;BK;BANK OF NEW YORK MELLON CORP;737171000;45
20010814;BK;BANK OF NEW YORK MELLON CORP;737171000;44,93
